project_id,metric,value,unit,window_start,window_end,source_url,fetched_at,missing_reason
a1das,repo_stars,3,stars,,,https://api.github.com/repos/coutanto/a1das,2026-08-28T12:54:39+00:00,
a1das,repo_forks,1,forks,,,https://api.github.com/repos/coutanto/a1das,2026-08-28T12:54:39+00:00,
a1das,repo_contributors,1,contributors,,,https://api.github.com/repos/coutanto/a1das,2026-08-28T12:54:39+00:00,
a1das,repo_releases,0,releases,,,https://api.github.com/repos/coutanto/a1das,2026-08-28T12:54:39+00:00,
a1das,pypi_downloads_30d,,downloads,,2026-08-28,https://pypistats.org/api/,2026-08-28T12:54:39+00:00,not_published
a1das,pypi_downloads_180d,,downloads,,,https://pypistats.org/api/,2026-08-28T12:54:39+00:00,not_published
a1das,conda_downloads_cumulative,,downloads,,2026-08-28,https://api.anaconda.org/,2026-08-28T12:54:39+00:00,not_published
a1das,canonical_citations,,citations,,2026-08-28,https://api.openalex.org/,2026-08-28T12:54:39+00:00,not_applicable
alakoro-fibersense,repo_stars,0,stars,,,https://api.github.com/repos/Colombiano/Alakoro_FiberSense,2026-08-28T12:54:42+00:00,
alakoro-fibersense,repo_forks,0,forks,,,https://api.github.com/repos/Colombiano/Alakoro_FiberSense,2026-08-28T12:54:42+00:00,
alakoro-fibersense,repo_contributors,1,contributors,,,https://api.github.com/repos/Colombiano/Alakoro_FiberSense,2026-08-28T12:54:42+00:00,
alakoro-fibersense,repo_releases,0,releases,,,https://api.github.com/repos/Colombiano/Alakoro_FiberSense,2026-08-28T12:54:42+00:00,
alakoro-fibersense,pypi_downloads_30d,,downloads,,2026-08-28,https://pypistats.org/api/,2026-08-28T12:54:42+00:00,not_published
alakoro-fibersense,pypi_downloads_180d,,downloads,,,https://pypistats.org/api/,2026-08-28T12:54:42+00:00,not_published
alakoro-fibersense,conda_downloads_cumulative,,downloads,,2026-08-28,https://api.anaconda.org/,2026-08-28T12:54:42+00:00,not_published
alakoro-fibersense,canonical_citations,,citations,,2026-08-28,https://api.openalex.org/,2026-08-28T12:54:42+00:00,not_applicable
coherence-analysis,repo_stars,1,stars,,,https://api.github.com/repos/aissah/coherence-analysis,2026-08-28T12:54:44+00:00,
coherence-analysis,repo_forks,0,forks,,,https://api.github.com/repos/aissah/coherence-analysis,2026-08-28T12:54:44+00:00,
coherence-analysis,repo_contributors,1,contributors,,,https://api.github.com/repos/aissah/coherence-analysis,2026-08-28T12:54:44+00:00,
coherence-analysis,repo_releases,1,releases,,,https://api.github.com/repos/aissah/coherence-analysis,2026-08-28T12:54:44+00:00,
coherence-analysis,pypi_downloads_30d,,downloads,,2026-08-28,https://pypistats.org/api/,2026-08-28T12:54:44+00:00,not_published
coherence-analysis,pypi_downloads_180d,,downloads,,,https://pypistats.org/api/,2026-08-28T12:54:44+00:00,not_published
coherence-analysis,conda_downloads_cumulative,,downloads,,2026-08-28,https://api.anaconda.org/,2026-08-28T12:54:44+00:00,not_published
coherence-analysis,canonical_citations,,citations,,2026-08-28,https://api.openalex.org/,2026-08-28T12:54:44+00:00,not_applicable
cqi-das,repo_stars,11,stars,,,https://api.github.com/repos/B-CSI/cqi_das,2026-08-28T12:54:46+00:00,
cqi-das,repo_forks,0,forks,,,https://api.github.com/repos/B-CSI/cqi_das,2026-08-28T12:54:46+00:00,
cqi-das,repo_contributors,2,contributors,,,https://api.github.com/repos/B-CSI/cqi_das,2026-08-28T12:54:46+00:00,
cqi-das,repo_releases,0,releases,,,https://api.github.com/repos/B-CSI/cqi_das,2026-08-28T12:54:46+00:00,
cqi-das,pypi_downloads_30d,,downloads,,2026-08-28,https://pypistats.org/api/,2026-08-28T12:54:46+00:00,not_published
cqi-das,pypi_downloads_180d,,downloads,,,https://pypistats.org/api/,2026-08-28T12:54:46+00:00,not_published
cqi-das,conda_downloads_cumulative,,downloads,,2026-08-28,https://api.anaconda.org/,2026-08-28T12:54:46+00:00,not_published
cqi-das,canonical_citations,,citations,,2026-08-28,https://api.openalex.org/,2026-08-28T12:54:46+00:00,not_applicable
